ISIN,Fund Name,SFDR,Sustainabilty Theme,Fund Provider,Fund Launch - start,Fund Currency,Funds Description,Funds Domicile,Benchmark ,Geography,AuM 2022 - amount USD mios,Perf 1Y USD,Impact Investing,Negative Screening,Positive Screening,Responsible Investments,SRI,ESG Rating,UNCTAD Sensitive sectors,Weapon ,Cluster bombs / Nuclear Weapons (NPT) ,Tobacco ,Gambling ,Pornography ,GMO ,Nuclear ,Alcohol ,Fossil fuels ,Coal ,Clean tech ,Net climate impact,UNCTAD SDG Alignment,Water and sanitation,Transport infrastructure,Telecommunications infrastructure,Power,Health,Food and agriculture,Education,Eco-systems/biodiversity,Climate change mitigation,Climate change adaptation,Portfolio weighted Co2 (Kt Co2 total) ,Portfolio weighted Co2 Intensity (tCO2/mio Revenues $),SBTi,No Info,SBTI - Committed,SBTI - Targets Set 2°C,SBTI - Targets Set Well-below 2°C,SBTI - Targets Set 1.5°C
LU2091569462,Invesco China A-Share Qual Core Eq A Acc RMB,Article 8,SRI,Invesco Investment Management,"43,880.00",ChineseOffshoreYuan,"The objective of the Fund is to achieve long term capital growth. The Fund seeks to achieve its objective by investing primarily in a concentrated portfolio of A-shares of China companies listed on the Shanghai or Shenzhen Stock Exchanges (including companies listed on the ChiNext market or the Science and Technology Innovation (STAR) Board), via Stock Connect and QFI. The Fund invests in companies which are attractively valued and demonstrate sustainable growth, along with a strong business model and sound balance sheet.",Luxembourg,MSCI China A Index,China,10.25,-0.33,,"ex Weapons, ex Tobacco, ex Fossil Energy, ex Other",,TRUE,,2,0.14,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.10,0.10,0.16,0.00,0.00,0.00,0.00,0.12,0.04,0.00,0.00,0.00,0.00,"1,303.98",145.95,% Targets set,0.78,0.06,0.00,0.00,0.00
LU2038982588,HSBC GIF China A-Shares Equity AC USD,Article 8,SRI,Hsbc Asset Management,"43,724.00",USDollar,"The Fund invests in a portfolio of Chinese Shares to achieve long-term capital growth. The Fund will invest, under normal market conditions, at least 90% of its net assets in China A Shares quoted on the stock exchanges in the People's Republic of China (""PRC""). Fund does not use large derivative financial instruments for investment purposes.",Luxembourg,MSCI China A Onshore NR USD,China,18.33,-0.30,,"ex Weapons, ex Other",,TRUE,,2,0.10,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.08,0.08,0.16,0.00,0.00,0.00,0.01,0.11,0.04,0.00,0.00,0.02,0.00,"3,597.87",219.72,% Targets set,0.80,0.03,0.00,0.00,0.00
CNE100001HY8,Golden Eagle Advanced Manufacturing Eq Fd (LOF) A,N/A,SRI,Golden Eagle Asset Management Co Ltd,"41,065.00",ChineseYuan,"The Fund mainly invests in industries required to promote the upgrading of manufacturing and the development of emerging industries, strives to achieve long-term returns that exceed performance benchmarks. The Fund invests in equity assets 80%-95% of fund assets (which invests in Hong Kong stock does not exceed 50% of equity), the proportion of investment in securities assets related to the theme of ""advanced manufacturing"" shall not be less than 80% of non cash. After deducting stock index futures contract trading margin required to pay, holds cash or treasury with maturity less than one year not less than 5%.",China,Index is not available on Lipper Database,China,1.22,-0.29,,,Thematic,TRUE,,2,0.11,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,81.51,65.83,% Targets set,0.44,0.00,0.00,0.00,0.00
,GF CSI Environmental Protection Industry ETF,N/A,SRI,GF Fund Management Co Ltd,"42,761.00",ChineseYuan,"Closely tracking the underlying index, the pursuit of tracking deviation and tracking error minimization. After the completion of Jiancang, Fund invests in the underlying constituent stocks, the proportion of constituent stocks not less than 90% and which invest in non-cash assets not less than 80% , warrants, stock index futures and other financial instruments The proportion of investment in accordance with the laws and regulations or the provisions of regulatory agencies.",China,CSI Environmental Protection Industry TR CNY,China,232.39,-0.31,,,Thematic,TRUE,,2,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.03,0.03,0.39,0.36,0.18,0.01,0.00,0.00,0.05,0.00,0.04,0.00,0.01,0.11,0.00,"2,494.30",403.35,% Targets set,0.97,0.02,0.00,0.00,0.00
LU1531398904,Eurizon Fund - Equity China A R EUR Acc,Article 8,SRI,Eurizon Capital Sgr,"43,238.00",Euro,The Sub-Fund will seek to achieve in the long term an average return in excess of the return of a portfolio of stocks listed in People's Republic of China (measured by the performance of the MSCI China A Index ).This Sub-Fund's net assets are invested principally in shares traded in Chinese Renminbi issued by companies incorporated in the People's Republic of China and listed on the Shanghai and Shenzhen stock exchanges (A-shares).,Luxembourg,MSCI China A Onshore TR,China,404.54,-0.34,,ex Weapons,,TRUE,,2,0.15,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.11,0.00,0.00,0.07,0.07,0.15,0.00,0.02,0.00,0.00,0.09,0.01,0.00,0.00,0.03,0.00,"1,717.51",129.41,% Targets set,0.85,0.03,0.00,0.00,0.00
LU1969619763,Eastspring Investments-China A Shares Growth A,Article 8,SRI,Eastspring Investments,"43,565.00",USDollar,This Sub-Fund aims to maximize long-term capital growth by investing primarily in China A equity and equity-related securities of companies listed on the Shanghai Stock Exchange and/or the Shenzhen Stock Exchange via SHHK and SZHK Stock Connect or companies that are incorporated in or listed inor operating principally from or carrying on significant business in or derive substantial revenue from or whose subsidiaries related or associated corporations derive substantial revenue from the PRC. The Fund seeks to promote ESG Characteristics.,Luxembourg,MSCI China A TR USD,China,230.75,-0.33,,,,TRUE,,2,0.10,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.06,0.04,0.00,0.18,0.14,0.19,0.00,0.00,0.00,0.00,0.18,0.01,0.00,0.00,0.00,0.00,"2,648.89",180.19,% Targets set,0.91,0.00,0.00,0.00,0.00
,ChinaAMC Energy Saving & Environ Protection Eq A,N/A,SRI,China Asset Management Company,"42,958.00",ChineseYuan,"Grasp the market development trend, effective management of investment risk with premise to get long-term steady value. Fund invest in equity is 80%-95%, which invest in energy-saving environmental protection related securities is not less than 80% of non-cash assets. In each trading day after the deduction of stock index futures, bond futures, options contracts to pay the transaction margin, cash and treasury with maturity less than one year not less than 5%.",China,Blend CSI Envir Pro Indus/Shanghai Govt (90:10),China,95.39,-0.27,Sustainable Development Goals (SDGs),,,TRUE,,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.02,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,322.06,164.68,% Targets set,0.43,0.00,0.00,0.00,0.00
,China Southern ESG Theme Equity Fund A,N/A,SRI,China Southern Asset Management Co Ltd,"43,819.00",ChineseYuan,"The fund aims to pursue long term stable capital appreciation on the premise through professional research and analysis on the premise of risk control and high liquidity. Its asset allocation is equities 60%-95% (invests in Hong Kong Stock Connect stocks not exceed 50% of the equities asset),in which in ESG themed securities not less than 80 of the fund non cash assets; at the end of each trading day keep cash or government bonds with maturity within one year of not less than 5%.",China,Blend CUFESHSZ100ESG/CSIHKCntCm/SHGvt(75:10:15),China,93.20,-0.37,Sustainable Development Goals (SDGs),,,TRUE,,2,0.13,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.02,0.01,0.09,0.08,0.12,0.00,0.00,0.00,0.00,0.07,0.05,0.00,0.00,0.00,0.00,665.25,316.58,% Targets set,0.76,0.01,0.00,0.00,0.00
LU1571278610,CS (Lux) China Advantage Equity Fund B USD,Article 8,SRI,Credit Suisse Asset Management,"42,993.00",USDollar,"This Equity Fund is actively managed aiming to outperform the return of the MSCI China A International Index. The portfolio and the performance of the Fund can deviate from the benchmark. The Fund invests at least two-thirds of its assets in equities and equity-type securities of companies that are either domiciled in or listed on the stock exchanges of the Peoples Republic of China (PRC), Hong Kong, Macau, and Taiwan.",Luxembourg,MSCI China A ESG Universal NR USD,China,109.76,-0.39,,,,TRUE,,2,0.15,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.13,0.03,0.02,0.16,0.14,0.18,0.00,0.00,0.00,0.00,0.11,0.04,0.00,0.00,0.03,0.00,"1,093.55",157.32,% Targets set,0.86,0.05,0.00,0.00,0.00
LU1997245177,Allianz China A-Shares AT-USD,Article 8,SRI,Allianz Global Investors,"43,761.00",USDollar,The fund concentrates on the stocks of companies that are incorporated in China and that are listed as A-shares on the stock exchanges of Shanghai or Shenzen. A maximum of 20 % of the fund's assets may be invested in other stocks of companies that are incorporated in China or that generate a predominant portion of their profits there. The fund's investment objective is to attain capital growth over the long term.,Luxembourg,MSCI China A Onshore NR USD,China,"4,998.37",-0.36,,"ex Weapons, ex Tobacco",,TRUE,,2,0.10,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.07,0.02,0.00,0.08,0.07,0.20,0.00,0.01,0.00,0.00,0.11,0.07,0.00,0.00,0.02,0.00,"4,100.71",264.44,% Targets set,0.88,0.06,0.00,0.00,0.00
LU2289578879,Allianz China A Opportunities AT-USD,Article 8,SRI,Allianz Global Investors,"44,245.00",USDollar,Long-term capital growth by investing in China AShares Equity Markets of the PRC with a focus on large capitalization companies with at least 30 billion RMB at the time of acquisition. Assets may be invested in Emerging Markets. Sub-Fund assets may not be invested in convertible debt securities including contingent convertible bonds.,Luxembourg,MSCI China A Index,China,667.81,-0.36,,"ex Weapons, ex Tobacco",,TRUE,,2,0.13,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.10,0.02,0.00,0.09,0.06,0.22,0.00,0.00,0.00,0.00,0.12,0.08,0.00,0.00,0.02,0.00,"1,579.33",174.65,% Targets set,0.91,0.05,0.00,0.00,0.00
LU1946895353,Allianz All China Equity A-EUR,Article 8,SRI,Allianz Global Investors,"43,516.00",Euro,"The Fund aims to attain long-term capital growth by primarily investing in equities issued by Chinese companies domiciled in onshore and offshore PRC, Hong Kong and Macau equity markets.",Luxembourg,MSCI China All Shares NR USD,China,NA,-0.30,,"ex Weapons, ex Tobacco",,TRUE,,2,0.09,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.07,0.02,0.00,0.06,0.04,0.16,0.00,0.01,0.00,0.00,0.09,0.04,0.00,0.00,0.02,0.00,"6,313.46",214.59,% Targets set,0.76,0.17,0.01,0.00,0.00
LU1238072513,AB SICAV I-China A Shares Equity Pf A CNH,Article 8,SRI,Alliancebernstein Lp,"43,434.00",ChineseOffshoreYuan,"To increase the value of your investment over time through capital growth. Under normal market conditions, the Portfolio typically invests in equity securities of companies that are incorporated in China and are traded on the China A-shares market. These companies may be of any market capitalisation and industry. The Portfolios equity investments may include convertible securities, depositary receipts, REITs and ETFs. For China-A Shares, the Portfolio may invest in all markets on which these Shares are traded, such as China Connect Scheme markets. The Portfolio may also invest in equities of Chinese companies traded in Hong Kong or other offshore markets.",Luxembourg,MSCI China A Onshore TR,China,97.74,-0.26,,"ex Weapons, ex Alcohol or Drugs, ex Other",,TRUE,,2,0.14,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.13,0.02,0.02,0.05,0.03,0.17,0.00,0.04,0.00,0.00,0.12,0.01,0.00,0.00,0.00,0.00,"2,247.32",185.75,% Targets set,0.88,0.03,0.00,0.00,0.00
LU1808992512,AB SICAV I-All China Equity Pf A USD,Article 8,SRI,Alliancebernstein Lp,"43,229.00",USDollar,"To increase the value of your investment over time through capital growth. Under normal market conditions, the Portfolio typically invests in equity securities of companies that are organised, have substantial business activities, or are impacted by developments, in China. These companies may be of any market capitalisation and industry. The Portfolio may invest in all markets on which these equity securities are traded, such as China Connect Scheme markets for China A-shares and offshore markets for H-shares, as well as other equity markets including those in the US, Hong Kong, the United Kingdom, Singapore, Korea and Taiwan.",Luxembourg,MSCI China All Shares TR USD,China,10.93,-0.28,,"ex Weapons, ex Alcohol or Drugs, ex Other",,TRUE,,2,0.12,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.11,0.06,0.01,0.07,0.01,0.12,0.00,0.00,0.00,0.02,0.11,0.00,0.00,0.00,0.01,0.00,"4,402.90",109.04,% Targets set,0.81,0.16,0.00,0.00,0.01
HK0000701679,Harvest CSI 300 ESG Leaders Index ETF RMB,N/A,SRI,Harvest Global Investments,"44,264.00",ChineseYuan,"The Sub-Funds investment objective is to provide investment results that, before fees and expenses, closely correspond to the performance of the CSI 300 Harvest ESG Leaders Index.",Hong Kong,CSI 300 Harvest ESG Leaders NR CNY,China,6.43,-0.28,,,Best in Class,TRUE,,2,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.03,0.02,0.13,0.11,0.19,0.00,0.00,0.00,0.00,0.13,0.03,0.00,0.00,0.03,0.00,"2,857.62",215.44,% Targets set,0.89,0.04,0.00,0.01,0.00
HK0000736774,CSOP Huatai-PineBridge CSI Photovoltaic Ind ETF,N/A,Cleantech,CSOP Asset Management Limited,"44,347.00",ChineseYuan,"The investment objective of the Fund is to provide investment results that, before deduction of fees and expenses, closely correspond to the performance of the Index, CSI Photovoltaic Industry Index. The Fund is a feeder fund which invests at least 90% of its Net Asset Value in the Huatai-PineBridge CSI Photovoltaic Industry ETF (the Master ETF) via the QFI status granted to the Manager and/or the Stock Connect (including the eligible ETFs for Northbound trading).",Hong Kong,CSI Photovoltaic Industry CR CNY,China,13.23,-0.27,Sustainable Development Goals (SDGs),,Thematic,TRUE,,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.39,0.33,0.10,0.00,0.00,0.00,0.01,0.00,0.08,0.00,0.00,0.02,0.00,979.28,231.21,% Targets set,0.90,0.05,0.00,0.00,0.00
,Donghai CSI Social Development Security Index Fund,N/A,SRI,"Donghai Funds Management Co.,Ltd.","42,328.00",ChineseYuan,"Fund through passive index-based investment management, closely track the underlying index fund seeks to track the absolute value of the average daily net rate of return performance benchmark and comparison between the degree of deviation of control in less than 0.35%, annualized tracking error control at 4% or less. The proportion of fund invested in equities not less than 90% invested in the underlying index, stock and options not less than 80%; cash and treasury with maturity less than one year not less than 5%.",China,Blend CSI Social Development/China PBOC Dep (95:5),China,2.89,-0.31,Sustainable Development Goals (SDGs),,Thematic,TRUE,,2,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.00,-0.02,0.17,0.04,0.00,0.01,0.00,0.07,0.00,0.00,0.06,0.00,0.00,112.08,72.02,% Targets set,0.77,0.00,0.00,0.00,0.00
CNE100000TH0,CCB Principal SSE Social Responsibility Index ETF,N/A,SRI,CCB Principal Asset Management,"40,326.00",ChineseYuan,"The fund aims to minimize the tracking error through effective index tracking and to pursue long term investment return that is consistent with the SSE Social Responsibility Index. It mainly invests in the constituent stocks and proxy constituent stocks of the SSE Social Responsibility Index, new shares, bonds, options and other financial tools permitted for fund investment by the CSRC, in which the investment in the constituent stocks and proxy constituent stocks of the SSE Social Responsibility Index is not less than 90%.",China,SSE Social Responsibility,China,10.63,-0.20,,,,TRUE,TRUE,2,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.06,0.06,0.01,-0.05,0.24,0.00,0.00,0.00,0.01,0.16,0.07,0.00,0.00,0.00,0.00,"7,359.06",365.09,% Targets set,0.85,0.04,0.00,0.01,0.00
,ChinaAMC Energy Innovation Equity Fund A,N/A,Cleantech,China Asset Management Company,"42,895.00",ChineseYuan,"Invest through the selection of energy innovation of high-quality enterprises, control risk stricely with premise, and strive to achieve the long-term stable value. Fund invest in equity is 80% -95%, which invest in securities related to energy innovation is not less than 80% of non-cash assets. In each trading day after the deduction of stock index futures, bond futures, options contracts to pay cash and treasury with maturity less than one year not less than 5%.",China,Blend CSI China ML New Energy/SH Gov Bd (9:1),China,"2,257.82",-0.33,Sustainable Development Goals (SDGs),,Thematic,TRUE,,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.19,0.07,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,706.76,533.58,% Targets set,0.80,0.00,0.00,0.00,0.00
,Cinda New Energy Industrial Fund,N/A,Cleantech,Cinda Fund Management Co Ltd,"42,216.00",ChineseYuan,"The fund aims to achieve long term stable appreciation on the premise of risk control through active management and invests in new energy and related industries. Its asset allocation is equity 80%-95%, which investment in new energy industry of non-cash assets not less than 80%; bonds (including SMEs private debt, convertible bonds,etc.) cash, money market instruments, stock index futures and other financial instruments 5%-20%; the end of each trading day, the futures contract trading margin required to pay cash and treasury with maturity less than one year not less than 5%; warrants does not exceed 3%;asset-backed securities does not exceed 20%.",China,Blend CSI 300/Shanghai Govt Bd (85:15),China,"1,558.83",-0.35,Sustainable Development Goals (SDGs),,Thematic,TRUE,,2,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.13,0.12,0.02,0.00,0.00,0.00,0.01,0.00,0.02,0.00,0.00,0.00,0.00,"1,669.59",284.12,% Targets set,0.55,0.02,0.00,0.00,0.00
HK0000562675,Global X China Clean Energy ETF HKD,N/A,Cleantech,Global X Management Company,"43,845.00",HongKongDollar,"The investment objective of the fund is to provide investment results that, before fees and expenses, closely correspond to the performance of the Solactive China Clean Energy Index. The Manager intends to adopt a combination of physical and synthetic replication strategy to achieve the investment objective of the Sub-Fund. The Sub-Fund will invest 70% to 100% of its Net Asset Value directly in constituent stocks of the Index.",Hong Kong,Solactive China Clean Energy NR CNH,China,209.17,-0.26,,,,,,2,0.05,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.50,0.47,0.20,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.02,0.19,0.00,"1,457.10",339.56,% Targets set,0.94,0.06,0.00,0.00,0.00
FI0008811252,Danske Invest Eastern Europe Convergence Fund G,Article 8,SRI,Danske Invest Management A/S,"39,014.00",Euro,"The assets are invested mainly in publicly traded equities and equity-linked securities issued by companies listed in Eastern European countries or companies highly dependent on their economies. The assets are invested mainly in the equity markets of Poland, Turkey, Hungary and the Czech Republic. Assets will not be invested in Russia. The returns on the funds investments, such as dividends and interest, will be reinvested.",Finland,Index is not available on Lipper Database,Eastern Europe,26.45,-0.07,,"ex Weapons, ex Tobacco, ex Adult Entertainment, ex Nuclear, ex Fossil Energy",,TRUE,,2,0.02,0.00,0.00,0.00,0.02,0.00,0.00,0.03,0.00,0.25,0.08,0.01,-0.24,0.18,0.00,0.00,0.01,0.03,0.06,0.11,0.00,0.00,0.01,0.00,"4,030.08",444.55,% Targets set,0.74,0.11,0.00,0.03,0.01
FR0010077461,BNP Paribas Energie & Industrie Europe ISR Classic,Article 8,SRI,Bnp Paribas Am,"37,343.00",Euro,"The objective of the FCP is to obtain, over the recommended investment period, a performance net of fees the MSCI Europe Energy and Industrials Index, calculated at closing prices, in euro and net dividends reinvested, while integrating good governance and development criteria. The FCP meets the eligibility criteria for the PEA.",France,Index is not available on Lipper Database,Europe,21.32,-0.18,,,,TRUE,TRUE,2,0.11,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.00,0.11,-0.17,0.08,0.00,0.05,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,"10,412.31",145.95,% Targets set,0.14,0.25,0.02,0.07,0.27
LU1956130014,BNP Paribas Belgium Equity Classic Cap,Article 8,SRI,Bnp Paribas Am,"43,763.00",Euro,"The Fund seeks to increase the value of its assets over the medium term by investing in shares issued by Belgian companies, or companies operating in Belgium. It may invest in securities that are not included in the index which is BEL 20 (NR). The investment team applies also BNP PARIBAS ASSET MANAGEMENT Sustainable Investment Policy, which takes into account Environmental, Social and Governance (ESG) criteria in the investments of the Fund. A dividend may be distributed. Investors are able to redeem on a daily basis (on Luxembourg bank business days)",Luxembourg,Bel 20 NR,Europe,184.67,-0.17,,"ex Weapons, ex Tobacco",,TRUE,TRUE,2,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.10,0.10,0.26,0.00,0.00,0.01,0.05,0.20,0.05,0.00,0.00,0.00,0.00,"1,033.39",98.36,% Targets set,0.48,0.14,0.00,0.09,0.25
DE0008481813,Allianz Vermoegensbildung Europa - A - EUR,Article 8,SRI,Allianz Global Investors,"35,443.00",Euro,"The fund invests primarily in European equity markets, focusing on stocks that appear to be undervalued (value approach). The fund includes environmental and social factors in its investment decisions and engages specifically with high carbon emitters in order to promote climate consciousness. Its investment objective is to attain capital growth over the long term.",Germany,Index is not available on Lipper Database,Europe,339.01,-0.12,,,,TRUE,,2,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.14,0.02,0.03,-0.11,0.18,0.00,0.00,0.00,0.03,0.12,0.06,0.00,0.00,0.00,0.00,"9,134.31",144.80,% Targets set,0.31,0.21,0.00,0.08,0.25
LU1143163779,Allianz Europe Equity Value A-EUR,Article 8,SRI,Allianz Global Investors,"43,899.00",Euro,Long-term capital growth by investing in European equity markets with a focus on value stocks. Min. 70% of Sub-Fund assets are invested by us in Equities as described in the investment objective. Max. 30% of Sub-Fund assets may be invested by us in Equities other than described in the investment objective.,Luxembourg,S&P Europe LargeMidCap Growth NR EUR,Europe,253.27,-0.13,,"ex Weapons, ex Tobacco",,TRUE,,2,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.14,0.02,0.03,-0.11,0.17,0.00,0.00,0.00,0.03,0.11,0.06,0.00,0.00,0.00,0.00,"9,169.35",144.40,% Targets set,0.30,0.21,0.00,0.08,0.24
IE00BD37Z811,Montanaro Global Innovation Euro Class,Article 8,SRI,Montanaro Asset Management,"42,552.00",Euro,"The investment objective of the Fund is to outperform its Benchmark. The Fund shall invest primarily in SmallCap and MidCap companies quoted in the European Union (including the United Kingdom), Iceland, Norway and Switzerland whose market capitalisation shall not exceed that of the largest constituent of the STOXX Europe Mid 200 index at the time of initial investment.",Ireland,MSCI World SMID CAP TR EUR,Europe,NA,-0.38,,,,TRUE,,2,0.04,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.36,0.00,0.00,0.00,0.00,0.36,0.00,0.00,0.00,0.00,0.00,12.77,23.36,% Targets set,0.88,0.04,0.00,0.00,0.04
LU2169560799,WCM Select Global Growth Equity Fund R/A USD Cap,Article 6,SRI,WCM Investment Management,"44,312.00",USDollar,"The fund invests at least two-thirds of its total assets in equity securities of companies located around the world, including the United States and emerging and frontier countries or markets. These are companies domiciled or which exercise the preponderant part of their economic activities in emerging or frontier countries or markets as classified by the World Bank, which are those countries or markets with low- to middle-income economies.",Luxembourg,MSCI ACWI All Cap TR,Global,117.68,-0.41,,,Best in Class,TRUE,,2,0.04,0.04,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.03,0.03,0.00,-0.03,0.26,0.00,0.00,0.02,0.00,0.21,0.03,0.00,0.00,0.00,0.00,"1,452.47",57.32,% Targets set,0.65,0.17,0.00,0.08,0.06
DK0060918571,Multi Manager Invest Globale Value Aktier Akk,Article 8,SRI,Harris Associates LP,"43,122.00",DanishKrone,"The objective of the fund is to at least provide the investor with a return in line with the development in the market for global value shares, taking into account the department's framework for risk. The fund invests in global shares. The investments are made taking into account the association's general policy for sustainable investments. The department can use different types of diverted financial instruments to adjust the risk or to achieve a better return for you as an investor. The department follows an active investment strategy.",Denmark,MSCI World NR USD,Global,603.05,-0.16,,,,TRUE,,2,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.02,0.02,0.00,-0.02,0.18,0.00,0.00,0.03,0.00,0.10,0.05,0.00,0.00,0.00,0.00,"6,706.80",157.04,% Targets set,0.37,0.29,0.00,0.03,0.25
SE0003039874,Carnegie Listed Private Equity A,Article 8,SRI,Carnegie Fonder AB,"40,095.00",SwedishKrona,This is a globally focused equity fund that invests in companies that in the role of an active investors aim to influence and develop companies. The fund also invests in fund of funds investing in private equity firms. The fund aims to achieve the highest possible risk adjusted return and aim to maintain a risk level in line with the risk level of the equity market.,Sweden,Index is not available on Lipper Database,Global,459.52,-0.29,Sustainable Development Goals (SDGs),"ex Weapons, ex Tobacco, ex Adult Entertainment, ex Nuclear, ex Alcohol or Drugs, ex Fossil Energy",,TRUE,,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,"4,803.73",39.17,% Targets set,0.73,0.02,0.00,0.00,0.09
LU0385668222,SEB Sicav 2 Listed Private Equity C (EUR),Article 8,SRI,Seb Investment Management Ab,"39,713.00",Euro,"The fund aims to create capital growth in the long term from an absolute perspective. This fund is actively managed focusing on listed Private Equity companies globally. The fund's investments are not limited to any specific geographical allocation. Furthermore, the fund has a concentrated number of holdings. This means that the expected return is higher but also the risk involved. The main category of financial instruments are equities and equity related instruments.",Luxembourg,Index is not provided by Management Company,Global,102.43,-0.24,,"ex Weapons, ex Tobacco, ex Adult Entertainment, ex Alcohol or Drugs, ex Fossil Energy",,TRUE,,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.17,0.08,0.00,0.00,0.00,0.00,0.04,0.03,0.00,0.00,0.01,0.00,102.51,31.92,% Targets set,0.68,0.02,0.00,0.00,0.06
LI0042267281,Quantex Global Value Fund Klasse CHF R,Article 8,SRI,Quantex AG,"39,647.00",SwissFranc,"The investment objective is to achieve long-term value growth through a globally diversified portfolio of equities and other securities. The principles of risk diversification and the liquidity of the fund's assets are taken into account. The Sub-Fund invests at least two-thirds of its total assets in equity securities of companies worldwide. In addition, the Sub-Fund may also invest in demand deposits, money market instruments, convertible and warrant bonds, debt securities and rights.",Liechtenstein,Index is not provided by Management Company,Global,"1,355.96",0.05,,,,TRUE,,2,0.14,0.00,0.00,0.09,0.00,0.00,0.00,0.01,0.05,0.23,0.13,0.03,-0.21,0.13,0.00,0.00,0.00,0.00,0.09,0.04,0.00,0.00,0.00,0.00,"12,651.57",514.30,% Targets set,0.31,0.14,0.04,0.05,0.24
IE00B0WFLC14,Veritas Global Focus USD B,Article 8,SRI,Veritas Investment Associates SAS,"38,720.00",USDollar,"The Fund is designed for long-term investors who wish to build capital over a number of years through investment in a focused portfolio of global companies. The investment objective of the Fund is to deliver real returns over the medium and longer term. The Fund is managed on a stock-by-stock basis, without reference to index weighting.",Ireland,MSCI World NR USD,Global,"2,745.53",-0.21,,,Thematic,TRUE,,2,0.08,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.38,0.00,0.03,0.05,0.00,0.30,0.00,0.00,0.00,0.00,0.00,"2,123.27",57.25,% Targets set,0.23,0.39,0.00,0.10,0.19
LU0203365449,Goldman Sachs Glo CORE Eq Pf Base USD (Snap),Article 8,SRI,Goldman Sachs Asset Management,"38,274.00",USDollar,"The Portfolio seeks long-term capital appreciation by investing primarily in equity securities of companies that are domiciled anywhere in the world. Utilising the CORE strategy, the Portfolio will, under normal circumstances, invest at least two thirds of its net assets in equity and/or equity related Transferable Securities and Permitted Funds which provide exposure to companies that are domiciled anywhere in world.",Luxembourg,MSCI World NR USD,Global,"3,407.04",-0.21,,,,TRUE,,2,0.05,0.03,0.00,0.00,0.01,0.00,0.01,0.00,0.02,0.10,0.05,0.02,-0.09,0.23,0.00,0.00,0.02,0.01,0.17,0.03,0.00,0.00,0.00,0.00,"3,089.55",114.48,% Targets set,0.40,0.17,0.01,0.04,0.29
